REP,GENO,LOC,PROT,BC,FE,ZN,CA,MG,STAR,FRUC,GLUC,SUCR,MALT,DM,VW,NOPS,NOCR,NONC,CRW,NCRW,RYTHA,TRW,BIOM,HI,CI,FYTHA,CYTHA
1,7021,Satipo,6.7235022,263.623657,2.2341793,1.2043805,132.5865479,101.2089539,47.3850403,8.9851122,13.6138268,9.7160015,0.2767267,23.01980198,4.85,3,10,7,2.94,0.42,49.728,3.36,8.21,40.92570037,87.5,71.78,43.512
1,7021,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,3,1,0,0.12,0,1.776,0.12,0.99,12.12121212,100,12.876,1.776
1,7022,La Molina,7.0870733,352.267914,1.9126635,1.6763363,267.0759277,124.6044312,52.6427231,1.8989935,5.2894912,24.0186825,0,25,3.18,3,2,7,1.14,0.29,21.164,1.43,4.61,31.01952278,79.72027972,47.064,16.872
1,7022,Satipo,8.764349,286.975861,2.6461687,1.623415,65.1384277,94.3915253,50.3895187,6.9551191,10.9976416,9.7382574,0.5789528,21.78217822,2.62,3,16,7,3.38,0.28,54.168,3.66,6.28,58.28025478,92.34972678,38.776,50.024
1,7023,Satipo,8.6293879,201.407166,2.1928306,1.3942285,74.0872803,94.7013702,60.4594383,2.0670719,3.4425964,11.7065029,0.0376015,31.09452736,1.49,3,7,6,1.97,0.14,31.228,2.11,3.6,58.61111111,93.36492891,22.052,29.156
1,7023,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,3,0,1,0,0.05,0.74,0.05,0.56,8.928571429,0,7.548,0
1,7024,Satipo,7.6059093,55.600739,2.1405678,1.3775144,69.3369141,98.951767,65.4417496,2.376585,4.4066362,6.0547609,0,33.41584158,3.42,1,7,5,1.6,0.22,26.936,1.82,5.24,34.73282443,87.91208791,50.616,23.68
1,7024,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3,0,0,0,0,0,0,0.35,0,NA,5.18,0
1,7025,La Molina,6.917923,0,1.6472206,1.6898499,292.6796265,136.3100433,66.732193,0.9870758,3.3751864,11.2692032,0,30.61728395,2.56,3,4,6,0.63,0.19,12.136,0.82,3.38,24.26035503,76.82926829,37.888,9.324
1,7025,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,3,8,12,1.61,0.71,34.336,2.32,4.76,48.7394958,69.39655172,36.112,23.828
1,7026,La Molina,7.265481,0,1.8560109,1.5832696,42.1348877,86.8584442,62.1193542,1.3890057,3.0087676,15.8642635,0.2075377,26.47058824,2.52,3,3,2,0.93,0.07,14.8,1,3.52,28.40909091,93,37.296,13.764
1,7026,Satipo,10.4413061,0,2.448452,1.5192657,52.835083,87.3295746,65.4217224,3.472188,4.5188661,5.7304525,0.2381697,29.20792079,1.4,3,5,2,2.32,0.12,36.112,2.44,3.84,63.54166667,95.08196721,20.72,34.336
1,7027,Satipo,8.9380798,133.339844,2.2421532,1.4552522,72.8730469,87.5300446,62.7365036,2.9683523,4.6190729,5.7331696,0.2579527,28.07881773,3.18,3,8,12,1.3,0.4,25.16,1.7,4.88,34.83606557,76.47058824,47.064,19.24
1,7027,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,2,0,0,0,0,0,0,0.52,0,NA,7.696,0
1,7028,Satipo,8.5012941,72.914581,2.2766974,1.4572692,35.6478271,85.2827454,62.6492004,2.2644453,3.9795017,10.0183039,0,27.90123457,2.46,3,12,7,2.47,0.44,43.068,2.91,5.37,54.18994413,84.87972509,36.408,36.556
1,7028,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,3,1,5,0.15,0.08,3.404,0.23,1.02,22.54901961,65.2173913,11.692,2.22
1,7029,Satipo,13.5969276,464.078217,3.0286195,1.893333,193.9365845,143.4826508,35.9434509,1.1313353,3.3038516,33.1614304,0.2456188,24.87684729,1.29,3,3,2,0.75,0.19,13.912,0.94,2.23,42.15246637,79.78723404,19.092,11.1
1,7029,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,3,0,2,0,0.06,0.888,0.06,2.23,2.69058296,0,32.116,0
1,7030,Satipo,9.1732807,18.509979,2.2919412,1.4665256,58.3947754,82.5050049,60.8956299,2.2642803,4.0241952,9.1751757,0,30.61728395,5.52,3,17,18,3.44,0.68,60.976,4.12,9.64,42.73858921,83.49514563,81.696,50.912
1,7030,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,3,0,0,0,0,0,0,0.96,0,NA,14.208,0
1,7031,Satipo,7.6607704,0,2.0433745,1.3813443,66.3884277,78.5839386,65.6856689,2.0396624,3.7396765,6.5218801,0.0896053,32.33830846,4.71,3,6,11,2.17,0.64,41.588,2.81,7.52,37.36702128,77.22419929,69.708,32.116
1,7031,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,3,0,0,0,0,0,0,1.02,0,NA,15.096,0
1,7032,Satipo,11.9042244,292.978821,2.6855466,1.6292925,144.5145264,118.4787292,56.4881783,3.2132359,4.6707673,8.0574923,0,28.28784119,2.46,3,5,6,0.95,0.3,18.5,1.25,3.71,33.69272237,76,36.408,14.06
1,7032,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,3,0,0,0,0,0,0,0.63,0,NA,9.324,0
1,7033,Satipo,6.3991098,24.519196,1.6252766,1.1973433,53.119751,77.0217743,71.1409302,2.9047546,4.750205,1.6910782,0,34.32098765,3.38,3,11,7,2.96,0.32,48.544,3.28,6.66,49.24924925,90.24390244,50.024,43.808
1,7033,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,2,0,3,0,0.14,2.072,0.14,1.22,11.47540984,0,15.984,0
1,7034,La Molina,6.2448092,0,1.6189542,1.7583027,178.0388184,113.4330444,59.5393791,1.6651764,3.9444313,18.1811333,0.32654,25.67901235,1.39,3,2,3,0.42,0.07,7.252,0.49,1.88,26.06382979,85.71428571,20.572,6.216
1,7034,Satipo,5.7912674,35.293274,1.5306802,1.3157721,92.1075439,79.0341187,70.9111176,1.4511623,3.1438041,5.6566038,0.1823893,34.49131514,5.34,3,10,9,2.49,0.65,46.472,3.14,8.48,37.02830189,79.29936306,79.032,36.852
1,7035,Satipo,7.5784187,230.68924,2.1715903,1.4050484,79.4145508,86.2775879,45.6439056,7.2166891,10.9990864,18.7267132,0.0631294,20.64676617,2.17,3,10,5,2.76,0.28,44.992,3.04,5.21,58.34932821,90.78947368,32.116,40.848
1,7035,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,2,0,2,0,0.08,1.184,0.08,0.9,8.888888889,0,12.136,0
1,7036,Satipo,8.1812315,9.288483,2.0439396,1.2980537,66.5942383,77.7181396,61.31744,6.2098417,8.9422331,3.5508087,0.1937637,26.30272953,2.85,2,11,10,2.45,0.49,43.512,2.94,5.79,50.77720207,83.33333333,42.18,36.26
1,7036,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,3,0,0,0,0,0,0,0.64,0,NA,9.472,0
1,7037,Satipo,8.3471069,179.393158,2.2926002,1.5572486,69.9552002,81.1727905,60.1318741,4.1005144,6.3926711,7.1357698,0.2681856,27.40740741,2.24,2,3,12,0.81,0.42,18.204,1.23,3.47,35.44668588,65.85365854,33.152,11.988
1,7037,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,2,0,0,0,0,0,0,0.47,0,NA,6.956,0
1,7038,La Molina,8.5599756,296.51886,2.2187674,1.7882352,300.5740967,161.1562805,34.1693687,6.8272638,12.3732748,33.9816437,0.3288288,18.20448878,1.26,3,1,3,0.11,0.08,2.812,0.19,1.45,13.10344828,57.89473684,18.648,1.628
1,7038,Satipo,8.7729406,334.528503,2.4081013,1.3868847,89.2902832,92.4688416,47.850399,8.0595827,12.2787085,10.0001431,0.4468164,23.44139651,1.13,3,14,8,2.11,0.34,36.26,2.45,3.58,68.43575419,86.12244898,16.724,31.228
1,7039,Satipo,8.4876556,484.816971,2.2939279,1.4255414,120.2019043,89.273407,57.278717,4.8099766,7.0378728,8.2975798,0.0898829,27.83251232,2.33,2,5,5,2.42,0.3,40.256,2.72,5.05,53.86138614,88.97058824,34.484,35.816
1,7039,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,3,0,0,0,0,0,0,1.35,0,NA,19.98,0
1,7040,Satipo,11.2217121,274.936218,2.7380669,1.6896172,115.1734619,100.5551758,51.5888062,3.3763189,5.5031824,13.6421223,0.4541092,28.03970223,4.19,3,3,16,0.69,0.82,22.348,1.51,5.7,26.49122807,45.69536424,62.012,10.212
1,7040,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,3,0,0,0,0,0,0,0.94,0,NA,13.912,0
1,7041,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,2,4,9,1.13,0.51,24.272,1.64,2.91,56.35738832,68.90243902,18.796,16.724
1,7041,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,3,0,7,0,0.12,1.776,0.12,0.76,15.78947368,0,9.472,0
1,7042,Satipo,10.427659,150.639343,2.7879636,1.6700783,166.4852295,124.2382813,54.595314,4.4248838,6.8623776,12.5797653,0.3365717,22.71604938,6.79,2,3,2,0.52,0.23,11.1,0.75,7.54,9.946949602,69.33333333,100.492,7.696
1,7042,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,3,0,0,0,0,0,0,1.6,0,NA,23.68,0
1,7043,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,1,0,0,0,0,0,0,2.31,0,NA,34.188,0
1,7043,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,3,0,0,0,0,0,0,1.02,0,NA,15.096,0
1,7044,La Molina,7.5439854,91.563568,1.9418254,1.7504582,122.1035156,90.6642303,55.6322174,2.5718889,4.9441557,22.2402573,0.5411978,20.83333333,0.4,3,7,4,0.78,0.17,14.06,0.95,1.35,70.37037037,82.10526316,5.92,11.544
1,7044,Satipo,8.6563702,69.971619,2.3659465,1.5022573,59.2010498,94.0049133,61.6118546,2.5975494,4.2281027,11.4407854,0.3672009,24.44444444,2.19,3,9,18,3.27,0.92,62.012,4.19,6.38,65.67398119,78.04295943,32.412,48.396
1,7045,Satipo,8.2857189,0,2.0445986,1.3546057,68.2016602,94.9488831,60.8337212,4.7244043,7.0478225,5.5711632,0,28.07881773,2.99,2,6,7,2.55,0.21,40.848,2.76,5.75,48,92.39130435,44.252,37.74
1,7045,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,2,0,3,0,0.09,1.332,0.09,1.86,4.838709677,0,26.196,0
1,7046,Satipo,5.5421009,0,1.7455406,1.1993475,22.4846191,76.1731873,60.8756714,6.7127466,10.4389277,4.9254856,0.4738388,24.25742574,2.66,3,14,6,4.86,0.55,80.068,5.41,8.07,67.03841388,89.8336414,39.368,71.928
1,7046,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,3,0,0,0,0,0,0,0.66,0,NA,9.768,0
1,7047,Satipo,7.7242031,0,2.295507,1.5112009,65.3677979,103.2229004,51.1713867,4.3413572,6.9095922,18.0862751,0.6155386,20.98765432,2.1,3,9,13,2.02,0.61,38.924,2.63,4.73,55.602537,76.80608365,31.08,29.896
1,7047,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,3,0,2,0,0.09,1.332,0.09,0.82,10.97560976,0,10.804,0
1,7048,Satipo,6.4404583,344.070816,1.9097562,1.1557999,156.1380615,97.4866333,50.9480553,5.8312044,9.3687334,13.9474983,0.0830717,29.10447761,3.21,3,11,10,2.37,0.8,46.916,3.17,6.38,49.68652038,74.76340694,47.508,35.076
1,7048,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3,0,0,0,0,0,0,1.9,0,NA,28.12,0
1,7049,Satipo,8.2315521,244.341736,2.6005433,1.631351,106.7442627,106.3287659,55.4598312,5.2309904,8.0794554,8.3800097,0.3458834,23.51485149,2.15,1,5,3,1.81,0.21,29.896,2.02,4.17,48.441247,89.6039604,31.82,26.788
1,7049,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,3,0,0,0,0,0,0,0.67,0,NA,9.916,0
1,7050,Satipo,8.4856415,326.064911,2.5754228,1.4340353,179.0288086,119.8961792,46.5933456,6.5493574,10.3325291,11.4389257,0.3422565,24.31761787,2.77,3,3,9,0.47,0.44,13.468,0.91,3.68,24.72826087,51.64835165,40.996,6.956
1,7050,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,3,0,4,0,0.06,0.888,0.06,0.93,6.451612903,0,12.876,0
1,7051,Satipo,6.1311665,0,1.6997328,1.147728,42.7894287,85.296524,69.7500687,1.1336727,2.7101245,8.7887287,0,33.49875931,4.68,3,5,6,2.16,0.36,37.296,2.52,7.2,35,85.71428571,69.264,31.968
1,7051,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,2,0,3,0,0.06,0.888,0.06,0.84,7.142857143,0,11.544,0
1,7052,Satipo,10.5911913,460.708542,2.9842975,1.8179088,113.3096924,135.4949036,47.8275948,3.1410427,5.3749499,19.0518055,0.5891075,21.64179104,1.25,3,4,4,0.69,0.26,14.06,0.95,2.2,43.18181818,72.63157895,18.5,10.212
1,7052,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,3,0,0,0,0,0,0,0.61,0,NA,9.028,0
1,7053,Satipo,6.4863272,424.584122,2.2111402,1.3218603,39.3033447,99.4643555,56.1702843,3.6420422,6.3094015,14.6223373,0.7433844,24.43890274,0.22,2,4,1,0.94,0.08,15.096,1.02,1.24,82.25806452,92.15686275,3.256,13.912
1,7053,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,3,0,0,0,0,0,0,0.31,0,NA,4.588,0
1,7054,Satipo,6.9447403,0,2.0430374,1.2547855,30.9168701,96.7904816,64.1714859,2.1269217,3.7735481,9.3115129,0,30.42394015,0.9,2,4,8,1.89,0.28,32.116,2.17,3.07,70.68403909,87.09677419,13.32,27.972
1,7054,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,3,0,0,0,0,0,0,1.03,0,NA,15.244,0
1,7055,Satipo,9.5784349,217.577667,2.4376493,1.4431496,96.4127197,115.6407013,56.264904,1.6577311,3.4942784,14.4891844,0,30.80684597,3,3,6,13,2.1,0.68,41.144,2.78,5.78,48.09688581,75.53956835,44.4,31.08
1,7055,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,3,0,0,0,0,0,0,0.71,0,NA,10.508,0
1,7056,Satipo,9.5030813,424.616928,2.3962464,1.4903016,119.2312012,92.682251,60.2854843,3.1854372,4.7162356,8.549469,0,33.25183374,1.18,3,9,3,2.37,0.13,37,2.5,3.68,67.93478261,94.8,17.464,35.076
1,7056,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,3,0,0,0,0,0,0,0.72,0,NA,10.656,0
1,7057,Satipo,6.7830896,565.129776,1.973753,1.1756692,93.9664307,80.7610931,52.3174324,4.4969969,6.7348313,14.8342056,0.3119593,27.87286064,0.99,3,7,4,1.56,0.1,24.568,1.66,2.65,62.64150943,93.97590361,14.652,23.088
1,7057,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,3,0,13,0,0.26,3.848,0.26,1.11,23.42342342,0,12.58,0
1,7058,La Molina,10.3438244,703.034821,2.7475531,1.7757459,318.6470947,164.3446198,50.1710815,1.7101965,3.7222767,19.6864948,0.6232529,27.6119403,1.84,3,3,17,0.31,0.06,5.476,0.37,2.21,16.74208145,83.78378378,27.232,4.588
1,7058,Satipo,8.6956062,490.249481,2.5251074,1.5069242,107.5952148,101.459137,50.9992142,3.1259136,4.5958476,16.7660923,0.8132458,29.62962963,3.23,3,8,25,1.47,0.83,34.04,2.3,5.53,41.59132007,63.91304348,47.804,21.756
1,7059,La Molina,8.7633781,457.333145,2.1897895,2.0703731,218.0911255,96.3876038,49.1498032,1.3733654,3.7116094,24.7661209,0.8619881,25.7985258,1.66,3,2,16,0.65,0.41,15.688,1.06,2.72,38.97058824,61.32075472,24.568,9.62
1,7059,Satipo,8.4840364,308.551025,2.2463884,1.4005566,97.0618896,82.6801605,52.825634,5.8821516,8.550395,11.1739159,0.1889296,28.10945274,0.91,3,5,5,1.21,0.24,21.46,1.45,2.36,61.44067797,83.44827586,13.468,17.908
1,7060,La Molina,7.9926977,493.75412,1.9790201,1.6344023,142.8198242,99.3963776,46.9239426,1.9888287,4.3286567,29.6265068,0.3199148,23.69077307,3.51,3,8,5,2.61,0.1,40.108,2.71,6.22,43.56913183,96.3099631,51.948,38.628
1,7060,Satipo,12.4068556,335.656662,2.9156508,1.8355699,81.0146484,100.0795593,45.0100975,3.3372259,5.206809,21.7447567,0.4344683,23.51485149,2.66,3,14,11,3.63,0.53,61.568,4.16,6.82,60.99706745,87.25961538,39.368,53.724
1,7061,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,3,5,6,1.72,0.17,27.972,1.89,3.23,58.51393189,91.00529101,19.832,25.456
1,7061,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,3,1,1,0.15,0.06,3.108,0.21,0.46,45.65217391,71.42857143,3.7,2.22
1,7062,Satipo,8.6095676,0,2.1344395,1.3812566,46.6202393,84.4898224,66.8620377,3.5008593,5.3696637,4.3755922,0,27.11442786,3,3,4,5,1.09,0.41,22.2,1.5,4.5,33.33333333,72.66666667,44.4,16.132
1,7062,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,3,0,3,0,0.08,1.184,0.08,2.49,3.212851406,0,35.668,0
1,7063,La Molina,7.4197931,117.720947,1.9426632,1.6231089,314.7640991,137.492157,48.1250992,4.0495367,6.5196481,28.4649525,0.5513487,19.07090465,0.28,3,3,7,0.25,0.15,5.92,0.4,0.68,58.82352941,62.5,4.144,3.7
1,7063,Satipo,8.5405254,40.585785,2.3006065,1.2594366,93.1656494,102.7002411,54.4571953,6.9631186,9.9148026,8.40868,0,25.43209877,2.68,3,8,7,2.85,0.53,50.024,3.38,6.06,55.77557756,84.31952663,39.664,42.18
1,7064,La Molina,6.9387999,86.415558,1.775877,1.5789075,295.0012207,126.6983948,63.9224968,1.8100004,4.37852,13.2267065,0.0484476,29.31034483,1.07,3,2,15,0.25,0.2,6.66,0.45,1.52,29.60526316,55.55555556,15.836,3.7
1,7064,Satipo,6.7971373,106.652069,1.9210677,1.2186961,53.5701904,76.8006439,65.6249161,3.2545738,5.3749843,5.4228888,0,34.24317618,2.62,3,10,12,1.76,0.62,35.224,2.38,5,47.6,73.94957983,38.776,26.048
1,7065,Satipo,7.1673231,324.86908,2.0663757,1.2850022,87.1187744,80.1808472,60.691124,3.2201462,5.0111103,8.2679129,0.0571413,32.25806452,0.79,3,6,10,1.53,0.33,27.528,1.86,2.65,70.18867925,82.25806452,11.692,22.644
1,7065,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,3,0,6,0,0.22,3.256,0.22,0.81,27.16049383,0,8.732,0
1,7066,La Molina,8.9913416,263.887177,2.2386949,1.8365483,120.3543701,93.6882782,58.7235069,1.1353273,2.8616595,16.2195282,0.1637745,27.22772277,0.98,3,2,4,0.51,0.12,9.324,0.63,1.61,39.13043478,80.95238095,14.504,7.548
1,7066,Satipo,8.3204002,215.870972,2.1369233,1.2979455,60.8970947,87.7976685,63.943882,2.5971384,3.9461131,8.755374,0,31.7617866,0.66,2,5,7,1.77,0.19,29.008,1.96,2.62,74.80916031,90.30612245,9.768,26.196
1,7067,Satipo,7.0605459,507.789612,2.0753794,1.4413738,62.5372314,86.6343689,53.1825981,3.2550774,5.4904246,20.2718754,0.3137598,25.61576355,1.02,3,9,5,1.7,0.38,30.784,2.08,3.1,67.09677419,81.73076923,15.096,25.16
1,7067,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,3,1,4,0.15,0.11,3.848,0.26,1.59,16.35220126,57.69230769,19.684,2.22
1,7068,Satipo,7.8987312,356.558609,2.12216,1.3818898,68.9379883,76.3031464,60.8079681,1.5472145,2.7151189,13.9810238,0.3360348,32.00992556,1.88,3,10,8,2.76,0.42,47.064,3.18,5.06,62.8458498,86.79245283,27.824,40.848
1,7068,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,3,0,0,0,0,0,0,0.53,0,NA,7.844,0
1,7069,Satipo,5.9357357,0,1.7327628,1.1785522,16.7491455,72.8491516,69.3985291,1.4250498,3.0238466,6.4577246,0,36.8159204,3.88,3,12,6,3.45,0.31,55.648,3.76,7.64,49.21465969,91.75531915,57.424,51.06
1,7069,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,3,0,0,0,0,0,0,0.97,0,NA,14.356,0
1,7070,Satipo,5.8086357,0,1.6231136,1.1422644,85.5926514,97.4334717,70.8618774,0.6867905,2.3745031,7.6525021,0,40.34653465,3.73,3,7,3,1.73,0.19,28.416,1.92,5.65,33.98230088,90.10416667,55.204,25.604
1,7070,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,3,0,2,0,0.11,1.628,0.11,0.88,12.5,0,11.396,0
1,7071,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1,3,2,1.19,0,17.612,1.19,1.98,60.1010101,100,11.692,17.612
1,7071,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,3,0,0,0,0,0,0,0.91,0,NA,13.468,0
1,7072,Satipo,7.2036228,3.572235,1.9491529,1.2854981,32.4549561,88.3311768,65.7388535,0.9651785,2.2723279,11.1623859,0.0380325,33.08457711,4.58,3,7,5,3.13,0.41,52.392,3.54,8.12,43.59605911,88.4180791,67.784,46.324
1,7072,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,3,0,0,0,0,0,0,0.91,0,NA,13.468,0
1,7073,Satipo,5.4596825,0,1.4265685,1.0965462,47.2252197,79.1958618,65.97229,1.2531805,2.7412353,11.1674871,0,33.66336634,0.63,1,1,0,0.57,0,8.436,0.57,1.2,47.5,100,9.324,8.436
1,7073,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,3,0,0,0,0,0,0,1.61,0,NA,23.828,0
1,7074,Satipo,7.0818071,0,1.7153811,1.2119503,150.4157715,108.3929443,66.5003281,1.9026718,3.748384,7.8948288,0,34.73945409,3.45,3,5,0,1.87,0,27.676,1.87,5.32,35.15037594,100,51.06,27.676
1,7074,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,3,0,0,0,0,0,0,0.77,0,NA,11.396,0
1,7075,Satipo,10.7753773,0,2.4739959,1.6142225,77.3691406,105.269516,58.125946,2.4940042,3.8087196,11.1311064,0.1809502,25.06203474,4.3,3,8,6,3.35,0.47,56.536,3.82,8.12,47.04433498,87.69633508,63.64,49.58
1,7075,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,3,0,0,0,0,0,0,1.75,0,NA,25.9,0
1,7076,Satipo,9.2887421,0,2.2958446,1.4479995,76.0224609,101.0137939,66.6201248,2.4446926,3.7910032,7.3984718,0,28.21782178,4.01,3,9,3,4.62,0.24,71.928,4.86,8.87,54.79143179,95.0617284,59.348,68.376
1,7076,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,3,0,0,0,0,0,0,0.77,0,NA,11.396,0
1,7077,Satipo,6.5942259,3.412933,1.6679225,1.4157982,23.7337646,69.5057068,68.8068237,0.6236153,1.9230112,7.8105516,0,31.77339901,2.48,2,6,6,2.04,0.28,34.336,2.32,4.8,48.33333333,87.93103448,36.704,30.192
1,7077,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,3,0,0,0,0,0,0,0.63,0,NA,9.324,0
1,7078,Satipo,9.2805281,396.25061,2.3639438,1.5375872,92.9046631,97.4658508,55.9448471,1.4078636,2.9124451,17.6651859,0.0771265,28.35820896,5.05,2,12,6,2.22,0.36,38.184,2.58,7.63,33.81389253,86.04651163,74.74,32.856
1,7078,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,3,0,0,0,0,0,0,1.32,0,NA,19.536,0
1,7079,Satipo,10.6937561,311.239471,2.6750879,1.6661439,70.1254883,107.5432892,52.9818039,1.8281565,3.1642551,17.5402126,0.3374205,26.30272953,3.81,3,10,8,3.17,0.45,53.576,3.62,7.43,48.72139973,87.56906077,56.388,46.916
1,7079,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,3,0,0,0,0,0,0,1.96,0,NA,29.008,0
1,7080,Satipo,8.2360401,420.697861,2.4746599,1.6346135,73.416626,102.6179504,47.020401,3.1543198,5.3969951,25.1776505,0.7794657,24.44444444,1.39,3,4,1,1.76,0,26.048,1.76,3.15,55.87301587,100,20.572,26.048
1,7080,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,3,0,1,0,0.08,1.184,0.08,1.73,4.624277457,0,24.42,0
1,7081,Satipo,7.6739855,61.132355,1.9490685,1.3031311,48.1881104,89.8255005,67.4372406,1.8940077,3.5447307,5.9953108,0.1729956,32.67326733,2.35,3,9,6,1.32,0.39,25.308,1.71,4.06,42.1182266,77.19298246,34.78,19.536
1,7081,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,3,0,0,0,0,0,0,1.07,0,NA,15.836,0
1,7082,Satipo,8.4330769,463.477707,2.3474362,1.4343739,126.7121582,105.2430267,50.7761726,5.6080055,8.3015099,15.2902536,0.7137756,23.44139651,3.48,3,10,5,3.55,0.11,54.168,3.66,7.14,51.2605042,96.99453552,51.504,52.54
1,7082,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,3,0,0,0,0,0,0,1.09,0,NA,16.132,0
1,7083,Satipo,7.6407022,11.94046,2.1326313,1.3185244,61.2713623,106.2465363,61.4176483,4.0194883,5.8246245,8.3749266,0.1526575,29.3398533,1.04,3,12,6,2.18,0.29,36.556,2.47,3.51,70.37037037,88.25910931,15.392,32.264
1,7083,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,3,1,16,0.32,0.07,5.772,0.39,0.84,46.42857143,82.05128205,6.66,4.736
1,7084,La Molina,6.7835083,NA,1.4727836,1.2346449,199.9484253,101.0795593,61.5619583,1.761898,3.8260851,16.5716228,0,29.92327366,2.56,3,0,25,0,0.18,2.664,0.18,2.74,6.569343066,0,37.888,0
1,7084,Satipo,11.3839617,0,2.4590228,1.3318844,16.0574951,104.9403381,65.0672073,0.9827499,1.8108093,7.5748444,0,42.75184275,5.52,3,8,12,1.48,0.37,27.38,1.85,7.37,25.10176391,80,81.696,21.904
